
고매초등학교 (0)	3994783.567	462348.8654	
고모동입구 (01098)	3967005.362	470534.4976	
고모역건너 (05142)	3968289.493	470941.6319	
고모역앞 (01095)	3968304.604	470946.9055	
고봉리 (02640)	3945245.784	449110.0607	
고산2동주민센터건너 (02304)	3966549.056	472464.8369	
고산2동주민센터앞 (02377)	3966590.542	472424.1815	
고산골입구 (00392)	3965618.243	464099.7837	
고산농협창고건너 (01093)	3966545.022	471955.8552	
고산농협창고앞 (03136)	3966511.317	471974.6599	
고산정수사업소건너 (01506)	3965315.377	472798.665	
고성네거리1 (00287)	3971335.756	462142.7951	
고성네거리2 (00288)	3971355.62	462149.5166	
고성아파트(서편) (02225)	3970772.164	462139.1213	
고성아파트건너 (00142)	3970701.255	462265.1879	
고성아파트건너(서편) (05043)	3970770.059	462113.0221	
고성아파트앞 (00141)	3970721.01	462253.5585	
고성지구대1 (03104)	3970642.449	462904.7528	
고성지구대2 (01626)	3970658.234	462882.8888	
고은1리(용성방향) (0)	3961694.572	487059.5054	
고은1리(자인방향) (0)	3961700.808	487066.2795	
고은2리(용성방향) (0)	3961517.118	487403.8037	
고은2리(자인방향) (0)	3961519.519	487413.035	
고죽1리(고죽방향) (0)	3962579.245	487814.9634	
고죽2리(고죽방향) (0)	3962095.101	488137.8548	
고죽2리(용성방향) (0)	3962094.056	488128.2558	
고죽교(외촌방향) (0)	3961722.033	488489.1499	
고죽종점 (0)	3962720.309	487795.4237	
고죽종점(용성방향) (0)	3962706.76	487790.4649	
곡란 (0)	3957984.833	489085.6183	
곡란(용성방향) (0)	3957986.09	489100.9233	
곡란_청도경계 (0)	3956686.311	489884.8574	
곡란_청도경계(용성방향) (0)	3956689.073	489893.3154	
곡란구판장 (0)	3958541.014	488946.5274	
곡란구판장 건너 (0)	3958512.394	488957.3889	
곡신리(곡란방향) (0)	3959666.17	488717.6814	
곡신리(용성방향) (0)	3959595.055	488731.6533	
골안골 (00776)	3965264.722	460690.0805	
골안골지하보도앞 (00780)	3965309.317	461212.5568	
골프장 (0)	3967302.59	482277.7432	
골프장 건너 (0)	3969640.809	482317.3102	
곰짓골(죽전리) (0)	3969836.389	432122.0005	
곰짓골(죽전리) (0)	3969867.168	432115.0146	
공간디자인 (0)	3975069.616	436200.8934	
공군기지관사입구 (01598)	3973011.748	470595.749	
공단근로복지회관 (0)	3980463.569	447263.1181	
공단삼거리 (0)	3981788.709	448293.5235	
공단삼거리(고궁) (0)	3981593.913	448402.1089	
공단입구 (0)	3970156.581	483785.0786	
공단입구(경산방향) (0)	3970180.262	483773.8531	
공단하수처리장건너 (01832)	3953419.2	449178.9846	
공단하수처리장앞 (01831)	3953450.526	449215.1494	
공산댐건너 (01858)	3977896.723	468157.9114	
공산댐앞 (01857)	3977916.452	468191.7996	
공산동주민센터건너 (01855)	3977338.306	468044.834	
공산동주민센터앞 (05085)	3977356.341	468027.1834	
공산초등학교건너 (01397)	3979119.413	472234.7489	
공산초등학교앞 (03114)	3979131.039	472214.8683	
공산파출소 (01497)	3981751.101	467005.966	
공항시장건너 (00169)	3972569.865	467315.1111	
공항시장앞 (00170)	3972538.546	467326.8228	
곽병원건너 (02235)	3969638.879	462961.1344	
곽병원앞1 (02391)	3969658.059	462952.8478	
곽병원앞2 (02229)	3969652.406	462921.1396	
관리공단 (02405)	3954043.31	451242.9084	
관음농협건너 (01208)	3977360.816	458912.5475	
관음농협앞 (01453)	3977246.245	458899.3431	
관음동주민센터건너 (01454)	3977943.877	459134.0926	
관음동주민센터앞 (01207)	3977921.893	459092.4118	
관음변전소1 (01759)	3977632.965	458704.0397	
관음변전소2 (01216)	3977662.247	458744.9427	
관음변전소3 (02756)	3977594.827	458682.4051	
관음변전소4 (02755)	3977609.092	458676.0079	
관음어린이집 (01452)	3977763.623	458964.7592	
관음중학교(북편) (01206)	3977693.646	458957.3292	
관음휴게소 (0)	3982376.082	477139.6949	
관화2리 (0)	3973679.364	441237.6692	
광명산업 (0)	3981781.265	453373.3736	
광명산업건너 (0)	3981757.784	453387.9443	
광명은하아파트건너 (00319)	3971857.809	465622.1407	
광명은하아파트앞 (00320)	3971889.597	465648.3232	
광명프레지던트아파트건너 (00026)	3966181.055	464969.0486	
광석리1(가야방향) (0)	3967877.545	485475.6929	
광석리1(광석방향) (0)	3967870.376	485472.8603	
광석리2(다문방향) (0)	3967689.417	486163.3314	
광영검문소 (0)	3971054.991	443411.1479	
광영검문소 (0)	3971067.368	443418.3583	
광영검문소 (0)	3971017.418	443423.9957	
광영검문소 (0)	3971061.002	443390.5154	
광영검문소 (0)	3971012.182	443341.0966	
광영삼거리 (0)	3970942.889	442940.3122	
광영삼거리 (0)	3970953.826	442947.153	
광장타운건너 (02278)	3968058.471	459618.6496	
광장타운앞 (02114)	3968046.318	459503.1689	
교대부설초등학교건너 (00966)	3962517.539	457672.71	
교대부설초등학교앞 (00965)	3962461.789	457695.138	
교동시장앞 (02148)	3970052.376	463832.8683	
교동초등학교건너 (01205)	3977943.427	459378.267	
교동초등학교앞 (01754)	3977934.599	459376.3582	
교리(와촌방향) (0)	3975521.019	484120.0111	
교리(하양방향) (0)	3975526.838	484106.9255	
교촌리(마곡방향) (0)	3964195.545	484339.4492	
교촌리(자인방향) (0)	3964256.904	484405.4269	
교통연수원 (00352)	3965176.696	466569.485	
교통연수원건너 (00353)	3965163.236	466553.4833	
교항2리마을입구 (02448)	3960154.941	450045.7116	
교항2리회관 (01816)	3960485.189	449879.2175	
교항리건너 (02350)	3960093.047	450228.9201	
교항리마을입구건너 (02817)	3960188.06	450040.4795	
교항리앞 (01815)	3960115.981	450212.7996	
구)달성군청건너 (00572)	3965642.545	459794.6509	
구)달성군청앞 (02141)	3965721.342	459880.2793	
구)대영학원건너 (02165)	3969227.963	461274.9628	
구)대영학원앞 (02159)	3969374.217	461258.7829	
구)화원IC (01721)	3962545.505	454240.6914	
구.우시장 (0)	3974733.03	483567.7055	
구.우시장 건너 (0)	3974740.539	483558.8654	
구금곡초등학교 (05700)	3957258.226	476517.2241	
구금곡초등학교 건너 (0)	3957254.731	476504.7488	
구남보건고등학교건너 (01223)	3968234.35	461572.6386	
구남보건고등학교앞 (02226)	3968242.245	461551.4046	
구덕골(광명사입구) (0)	3974717.048	432995.467	
구덕네거리(상행) (02468)	3981829.27	461159.5573	
구덕네거리(하행) (02483)	3981844.178	461132.5774	
구둔산 (01599)	3972544.856	470360.4739	
구라리 (01720)	3962719.525	454486.7054	
구룡골(상언1리,용암초교) (0)	3966857.621	440636.3693	
구룡골(상언1리,용암초교) (0)	3966842.075	440638.8838	
구룡촌건너 (02474)	3959537.311	462414.6846	
구룡촌앞 (01984)	3959609.548	462475.922	
구만(대봉1리) (0)	3966965.256	436668.5065	
구만(대봉1리) (0)	3966977.988	436671.7586	
구병원건너 (00933)	3967627.064	458601.9235	
구병원앞 (02277)	3967593.558	458619.7319	
구삼폭포건너 (02714)	3958693.771	462095.6529	
구삼폭포앞 (02715)	3958744.455	462093.8336	
구암가구골목1 (01763)	3975758.071	459920.6416	
구암가구골목2 (01772)	3975807.62	460010.531	
구암교1 (01797)	3975781.441	459287.2136	
구암교2 (01775)	3975770.686	459268.8654	
구암동1 (02362)	3978961.362	471099.7641	
구암동2 (02373)	3978938.831	471093.2474	
구암초등학교건너 (01769)	3976009.795	460227.1042	
구암초등학교앞 (03103)	3975943.803	460117.6826	
구장터 (0)	3978951.143	454653.6771	
구장터건너 (0)	3978945.541	454643.0066	
구지농공단지1 (01516)	3944979.522	448825.3269	
구지농공단지2 (04061)	3944971.472	448834.9054	
구지면사무소건너 (03536)	3946291.279	446883.2111	
구지면사무소앞 (03537)	3946286.63	446894.4036	
구지청아람건너 (05088)	3945842.941	447286.2511	
구지청아람앞 (05086)	3945841.095	447254.7079	
국립대구과학관건너 (02760)	3949172.537	451719.7276	
국립대구과학관앞 (02940)	3949179.655	451702.5735	
국립대구박물관건너 (00752)	3967000.811	467430.5831	
국립대구박물관앞 (00694)	3967050.266	467417.2134	
국민건강보험공단 (05584)	3964072.915	475591.9771	
국민건강보험공단건너 (00905)	3968123.888	460108.9225	
국민건강보험공단앞 (00904)	3968044.147	460193.8915	
국민은행3공단지점건너 (00558)	3972557.215	461600.9951	
